LeadID,Created Date,Lead Status,MQL Date,Qualifying Date,Nurture Date,Qualified Date,Lead Source,Lead Source Details,Rep ID,Rep Name,ReMQL Date,Recent Lead Source,Recent Lead Source Details
ID0000007804,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007805,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007806,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007807,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-05,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007808,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007809,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007810,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007811,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007812,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007813,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007814,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007815,2025-04-10,Nurture,2025-04-10,2025-04-14,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007816,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007817,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007818,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007819,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007820,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007821,2025-04-10,Nurture,2025-04-10,2025-04-14,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007822,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007823,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007824,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007825,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007826,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007827,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007828,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007829,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-06-06,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007830,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007831,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-04-11,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007832,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007833,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-26,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007834,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007835,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007836,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-06-10,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007837,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-04-11,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007838,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007839,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007840,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007841,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007842,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-24,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007843,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007844,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007845,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007846,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-04-11,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007847,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007848,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-30,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007849,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007850,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007851,2025-04-10,Nurture,2025-04-10,2025-04-14,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007852,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007853,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007854,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007855,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-04-28,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007856,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007857,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007858,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007859,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-24,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007860,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-23,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007861,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007862,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007863,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007864,2025-04-10,Qualified,2025-04-10,2025-04-11,,2025-05-30,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007865,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007866,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-06-13,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007867,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007868,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007869,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007870,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007871,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007872,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007873,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-23,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007874,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007875,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007876,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-14,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007877,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007878,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007879,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007880,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007881,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007882,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-23,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007883,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007884,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007885,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007886,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007887,2025-04-10,Nurture,2025-04-10,2025-04-14,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007888,2025-04-10,Qualified,2025-04-10,2025-04-11,,2025-06-03,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007889,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007890,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007891,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007892,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007893,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007894,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-21,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007895,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007896,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007897,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007898,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007899,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007900,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007901,2025-04-10,Nurture,2025-04-10,2025-04-16,2025-07-01,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007902,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-28,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007903,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007904,2025-04-10,Nurture,2025-04-10,2025-04-15,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007905,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007906,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007907,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007908,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007909,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007910,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007911,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007912,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007913,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007914,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007915,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007916,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007917,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007918,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007919,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007920,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007921,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007922,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007923,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007924,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-23,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007925,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007926,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-10,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007927,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007928,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007929,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007930,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007931,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-24,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007932,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007933,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-06-16,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007934,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007935,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007936,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-23,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007937,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007938,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007939,2025-04-10,Disqualified,2025-04-10,,,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007940,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007941,2025-04-10,Nurture,2025-04-10,2025-04-14,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007942,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007943,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007944,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007945,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007946,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-22,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007947,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007948,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007949,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007950,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007951,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007952,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-11,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007953,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-25,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007954,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-26,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007955,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-07,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007956,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007957,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007958,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007959,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-22,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007960,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-07,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007961,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007962,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-06-05,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007963,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007964,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-19,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007965,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-23,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007966,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007967,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007968,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007969,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-16,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007970,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007971,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-12,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007972,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007973,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007974,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007975,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007976,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-17,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007977,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007978,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-04-28,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007979,2025-04-10,Qualified,2025-04-10,2025-04-11,,2025-06-09,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007980,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-06-10,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007981,2025-04-10,Qualified,2025-04-10,2025-04-10,,2025-05-22,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007982,2025-04-10,Qualified,2025-04-10,2025-04-11,,2025-05-16,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007983,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007984,2025-04-10,Nurture,2025-04-10,2025-04-10,2025-06-18,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007985,2025-04-10,Nurture,2025-04-10,2025-04-14,2025-06-20,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
ID0000007986,2025-04-10,Nurture,2025-04-10,2025-04-11,2025-06-13,,Event,Event_2025-04_Workshop,,,,Event,Event_2025-04_Workshop
